nhda_id,observation_year,construction_start_year,years_since_construction_start,lon,lat,difference_LST,difference_NDVI,diff_res_subclass_share_mfh_ab,diff_res_subclass_share_sbd,diff_res_subclass_share_tb,diff_res_subclass_share_sfh_db,reldiff_building_volume_density,reldiff_building_density,reldiff_avg_building_footprint,reldiff_avg_building_height,reldiff_built_up_ratio,nhda_degurba_code,nhda_sur_class_2021,nhda_sur_class_2021_short,pre_construction_difference_LST,pre_construction_difference_NDVI,post_construction_difference_LST,post_construction_difference_NDVI
09275_15,2015,2014,1,13.314784186004987,48.408769865745725,-7.3965952799999855,-0.2055038070678711,-42.86,17.14,0.0,25.709999999999994,-57.897695334457566,9.533267130089383,-27.25848563968669,-16.73306772908366,-17.793594306049823,223,211,2,,,-1.7593403445000007,-0.02375660133361817
09275_19,2015,2014,1,13.488625298482377,48.633955033863124,-0.9322649550000079,-0.30806846618652345,-1.009999999999999,14.379999999999999,11.54,-24.92,-23.589093214965118,-53.00618093275895,33.697028151184526,5.128205128205133,-20.236406619385335,311,211,2,,,-1.5066632159999955,-0.15044855785369873
09277_2,2015,2014,1,12.827662228382646,48.409121680904185,-4.093933454999984,-0.16181862831115723,-3.5300000000000002,55.56,0.0,-52.019999999999996,-45.407467974925055,1.9627749576988096,-38.71240999576451,-3.779786359901404,-36.8,313,211,2,,,-1.1380297589999955,-0.11439883995056152
09277_11,2015,2014,1,12.916886340059145,48.41560243952231,1.233050715000033,-0.4159793853759765,16.67,33.33,0.0,-50.0,38.38526912181304,25.999999999999996,6.129704548240776,2.6750590086546153,32.028864834859824,221,231,2,,,0.6795023759999979,-0.20712038803100588
09277_20,2015,2014,1,12.879569604177906,48.3181453434549,-3.7632400200000404,-0.03532297134399415,12.5,-16.18,0.0,3.6799999999999997,-12.977902490354264,-20.282924885435346,19.877114081206052,-17.94871794871795,-0.40795512493624836,313,211,2,,,-2.494727347500009,-0.014434116363525411
09277_21,2015,2014,1,12.655067235774748,48.38547050340847,-5.039870489999984,-0.23556772232055667,0.0,28.57,0.0,-28.569999999999993,-6.7403314917127,12.236767216846891,-10.626963529572466,-10.490693739424707,1.598752193410022,312,211,2,,,-1.881021856500014,-0.13192904376983644
09277_24,2015,2014,1,12.7380687368843,48.53455473504031,-2.674600650000002,-0.20551433563232419,9.09,0.0,0.0,-9.090000000000003,-59.76470588235294,-63.874025378382505,20.67384243041845,-19.152276295133447,-44.672708962739165,312,211,2,,,-2.418847303499993,0.03523355484008789
09277_25,2015,2014,1,12.666537248165056,48.34079683500388,-6.395115419999968,-0.17159341812133788,-8.33,14.29,0.0,-5.960000000000008,-41.42857142857143,-2.8467394902350196,-25.362237448051218,-17.411764705882344,-28.168491371311934,311,211,2,,,-3.0093957089999903,0.059512979507446294
09277_27,2015,2014,1,12.723497397668725,48.35453812445205,-2.684854709999968,-0.25006506919860844,2.86,-11.619999999999997,0.0,8.77000000000001,0.3003003003003006,-12.957979714344853,15.758951084215836,1.4814814814814792,2.8331584470094398,312,211,2,,,-1.3847253524999998,-0.1196210889816284
09278_6,2015,2014,1,12.602972102465198,49.00521042390501,-0.8801401500000168,-0.21953791618347168,-7.14,52.63,0.0,-45.49,2.6326286398085297,-5.967865340474377,6.13989444733516,8.041060735671508,0.17079419299742435,312,231,2,,,-0.5422688730000047,-0.09523667049407962
09278_8,2015,2014,1,12.673586209155523,48.97286323180281,-4.021300529999962,0.07933795928955067,15.38,30.77,0.0,-46.15,-9.875612514134943,28.5295554469956,-30.133249396705487,-15.360253365003956,-1.6234616391725516,313,231,2,,,-1.06770399749999,-0.09610178661346436
09278_9,2015,2014,1,12.676689726732514,48.92371374809244,-2.063629574999993,0.055088272094726554,4.9,-15.689999999999998,0.0,10.780000000000001,-45.417898414404725,-45.23607577042691,7.5479713941797035,-13.09904153354633,-37.997173430244295,221,211,2,,,-1.47197031300001,0.025843892097473148
09278_12,2015,2014,1,12.687741179860822,48.920335118978436,-5.8789944000000105,-0.1529943466186523,5.88,-28.71,0.0,22.82,-19.029126213592217,-42.08503483065098,31.15641924179675,-6.361520558572539,-11.313291139240505,221,211,2,,,-2.276059518000004,-0.129395562171936
09278_13,2015,2014,1,12.643435340424878,48.78829590469737,-7.114608630000035,-0.0255002021789551,0.8699999999999992,11.89,3.26,-16.019999999999996,-32.64397072860326,2.1182700794351144,-20.474185685796595,-10.879999999999995,-18.35985312117503,313,211,2,,,-1.6319336490000027,-0.16230622577667236
09278_14,2015,2014,1,12.544789220946225,48.82745011844636,-1.5620351400000345,-0.4402596378326416,-79.46,37.5,0.0,41.96,-18.270106221547795,135.53850224927228,-100.201072386059,-83.77777777777777,53.42281879194631,313,211,2,,,1.0386508274999984,-0.37089923000335695
09278_16,2015,2014,1,12.547257999179886,48.984866049326875,-2.7480880800000023,-0.23435930252075188,0.0,9.62,0.0,-9.620000000000005,-11.652035115722276,-2.848511005610704,1.2295654603884445,-11.084337349397597,-1.6279770877298736,312,211,2,,,-1.8742712669999917,-0.11650912284851074
09278_25,2015,2014,1,12.23720035079771,48.777806721359674,-4.327213319999942,-0.018230838775634806,-6.25,0.6500000000000004,0.0,5.599999999999994,-22.425307557117765,-21.05463544641158,6.667981850463593,-3.5029190992493744,-14.37185929648241,313,211,2,,,-1.321406531999989,-0.1773220019340515
09278_29,2015,2014,1,12.813718710959076,48.92408049239958,-6.707864249999972,-0.30865377426147456,-1.88,43.75,-15.0,-26.880000000000003,15.816326530612242,27.197802197802197,-23.0278997309163,10.725552050473182,4.249011857707524,311,211,2,,,-2.4981453674999985,-0.25060429000854495
09278_31,2015,2014,1,12.793070948054648,48.891108175189366,-2.589150150000023,-0.16246835708618163,-11.77,-11.76,0.0,23.53,-38.58214042263122,-23.339011925042595,4.045226130653265,-9.331259720062217,-19.361759184768033,313,211,2,,,-0.3665826449999912,-0.1279492149353027
09279_4,2015,2014,1,12.517079210208793,48.6485513552985,-4.556220659999994,-0.06378585815429694,1.13,-21.93,0.0,20.799999999999997,18.65948130683731,-8.170961659333749,24.725307715400767,4.8780487804877986,16.637168141592934,221,211,2,,,-0.32625000899999607,-0.21307235193252566
09279_7,2015,2014,1,12.451873706225342,48.62270428572368,-2.9155710599999907,-0.2474467658996582,-16.67,0.0,0.0,16.67,-33.59100491918482,-28.833418237391744,5.648402792468786,-9.397944199706307,-23.31620232621045,312,211,2,,,-1.4842751850000013,-0.04293778228759765
09279_12,2015,2014,1,12.739119421541202,48.55567507342747,-0.20849922000002152,-0.1764748954772949,5.26,42.11,0.0,-47.37,-18.950238582140425,16.78913382320196,-25.839289581979642,-12.021857923497276,-9.119726895879058,313,112,1,,,1.9794608324999914,-0.11186261844635008
09279_15,2015,2014,1,12.674391988960188,48.6781581524617,-0.32471190000001116,-0.34803370475769047,0.0,-58.44,59.09,-0.6499999999999986,32.087912087912095,2.1290931141355585,24.19712525667351,18.990590248075282,26.309971258014585,312,211,2,,,-0.6584815529999872,-0.0958014268875122
09279_17,2015,2014,1,12.600080033544158,48.70406703846176,-0.6186616200000117,-0.14175001144409177,14.29,-15.38,0.0,1.0899999999999892,-39.71274685816876,-56.23293903548681,4.21848329675688,4.16666666666667,-52.343749999999986,311,211,2,,,-1.4936747400000088,-0.05702104091644287
09279_19,2015,2014,1,12.75685754827806,48.72863572050854,-6.514746120000012,-0.036095561981201174,0.9599999999999991,7.539999999999999,-31.25,22.740000000000002,-12.826603325415684,-21.7691776088459,19.021526418786696,-5.937499999999998,-2.811401796173365,313,211,2,,,-2.093109997500021,-0.07488885402679443
09279_21,2015,2014,1,12.574407485726304,48.574212303563904,-1.9790335799999639,-0.38632084369659425,-3.33,-6.67,0.0,10.0,-30.446394505913776,-6.996268656716417,-5.210220528518775,-19.89205859676176,-12.168850072780204,312,211,2,,,-0.6037077824999841,-0.1740425305366516
09279_24,2015,2014,1,12.860575904875985,48.6292400990789,0.30591279000002203,-0.34077291488647465,3.09,17.72,0.0,-20.820000000000007,22.17194570135747,1.3522965726276481,19.24931339639914,12.520064205457468,20.59158134243459,313,211,2,,,1.0677894480000063,-0.1518604850769043
09361_1,2015,2014,1,11.832130463489044,49.454324487033034,2.7446700600000042,-0.24212697505950928,6.25,-17.13,0.0,10.879999999999995,-29.839704069050555,-41.88034188034189,32.9269204876954,-23.420387531592244,-9.271523178807946,221,211,2,,,0.32095207799999914,-0.14939754104614256
09362_8,2015,2014,1,12.077337617603877,49.01295484487301,2.1806967600000178,0.11323132514953616,65.38,-7.69,-38.46,-19.23,1.4708089449197037,-99.55257270693511,107.02590860021593,18.810371123538378,10.215975317106617,130,324,3,,,0.4000792409999974,-0.10327006721496582
09362_11,2015,2014,1,12.123842022234742,48.98836222602792,-2.409704100000056,-0.20425549983978275,2.11,0.0,21.71,-23.810000000000002,28.779220779220783,9.324721080446267,1.6231131309852296,23.436123348017624,10.935416269765675,311,211,2,,,-0.6578833995000067,-0.19376330733299255
09371_9,2015,2014,1,11.918491987019367,49.27514112150029,-3.4744173300000227,-0.15786462783813476,0.0,0.0,0.0,0.0,-17.43087154357717,-8.199492814877422,-5.197866966039849,1.8755328218243872,-13.364928909952607,313,211,2,,,-0.7846919414999931,-0.15964476680755615
09372_1,2015,2014,1,12.586890491932921,49.158584357402404,-0.6254976599999793,0.08447854995727544,1.7899999999999991,0.0,0.0,-1.7900000000000063,6.257067470787801,22.738916256157648,16.126827934946014,-27.399507793273177,38.52721451440768,313,211,2,,,-0.16791023249999454,-0.22978655433654788
09372_9,2015,2014,1,12.633357368245068,49.163786684471134,1.208270069999969,-0.21243093490600595,-1.67,0.0,0.0,1.6700000000000017,-33.82789317507418,-26.53572116310418,9.793362554790242,-17.788861180382366,-16.84874969652828,311,211,2,,,-0.3759822000000099,-0.04965227508544921
09372_13,2015,2014,1,12.492607884577868,49.244325184485014,-5.667077160000076,-0.18519344329833987,9.16,41.3,0.0,-50.47,-20.3084084957812,-29.38481675392669,10.253767873244872,4.7658175842235,-19.23975366319812,311,211,2,,,-2.702201161499997,-0.06579934692382813
09375_2,2015,2014,1,12.060700388522822,49.05946565275804,0.6519873149999995,-0.22898715019226076,-10.53,27.240000000000002,0.0,-16.71,-18.839747271682945,-15.612334801762112,-16.91501667006873,7.7090909090909,-32.30109575988565,221,211,2,,,-1.061466111,-0.1778122720718384
09375_3,2015,2014,1,12.033092274498587,48.98713507008611,-2.585732130000025,-0.1440410614013672,-18.33,-10.0,0.0,28.33,-8.442150015183723,4.392156862745088,-8.118081180811803,-3.1595576619273187,-3.7453183520599254,312,112,1,,,-0.06400242449999496,-0.27250861072540283
09375_4,2015,2014,1,12.035136139472032,48.9857252018251,-0.6254976600000077,-0.1774908447265625,3.1400000000000006,-36.36,-9.09,42.31,-56.13688713392564,-70.05364468286525,28.307065004312715,-10.508182601205863,-43.894819057537106,312,211,2,,,0.7975949670000034,-0.1444165897369385
09375_5,2015,2014,1,12.057072127616587,48.97794180547721,-1.0048978799999873,-0.27912633419036864,-11.76,4.710000000000001,-11.76,18.82,-19.554888722180536,13.172596295207295,-11.590353023418393,-22.289156626506017,1.6092428306168787,221,211,2,,,-0.2520789749999935,-0.20608577871322634
09375_8,2015,2014,1,11.920252008044837,49.150258190668005,,-0.28970294952392583,-16.67,0.0,0.0,16.67,-45.32557293561295,-15.552216378662662,-11.817747113873887,-10.863757791629569,-27.22860791826308,312,211,2,,,-0.19093439499998985,-0.21287798881530762
09375_9,2015,2014,1,11.954789877132079,49.07473150498759,1.0800943200000006,-0.19412121772766117,-17.39,-39.5,0.0,56.89,-61.65926937521339,-58.563535911602216,14.279896837247197,-6.885508406725376,-45.21922873745378,313,211,2,,,0.8150268690000075,-0.09120029067993163
09375_11,2015,2014,1,12.005999950478888,49.05537330922894,-1.7329361399999925,-0.15867750167846678,-33.33,-23.81,0.0,57.14,-54.41941074523397,-5.579567779960714,-25.13050868034479,-16.680429397192402,-30.568100784406937,313,211,2,,,-0.36453183299998954,-0.11664480400085449
09375_13,2015,2014,1,11.954799219666944,49.016333708283376,-0.9570455999999581,-0.30933124542236323,-2.8499999999999996,10.48,0.0,-7.6200000000000045,16.202033453591334,-8.955223880597009,14.893316376995907,15.532425940752612,5.977254694525253,221,211,2,,,-0.6660011969999957,-0.29634843063354493
09375_17,2015,2014,1,12.13256391394962,48.84362265702461,-1.428732359999998,-0.15978074073791504,-11.969999999999999,2.5599999999999987,0.0,9.410000000000004,16.457960644007155,7.4014802960592165,4.923195578121986,-1.3034033309196214,12.33299075025693,221,211,2,,,1.00267616700001,-0.19760288906097412
09375_18,2015,2014,1,12.147939892535865,48.91108612069843,-0.9450825300000361,-0.19419541358947756,-10.36,-11.43,0.0,21.79,-27.995971802618325,-0.06277463904582414,-22.717608401520515,0.48504446240905813,-22.770475227502523,313,211,2,,,-0.6006315644999987,-0.17449279451370242
09375_22,2015,2014,1,12.188442467597014,49.07765272313967,2.1678791849999755,-0.2602220582962036,-8.190000000000001,9.259999999999998,17.59,-18.660000000000004,-17.05809641532757,-1.9689637910896038,-1.4407527197883032,-1.3582342954159605,-3.3848417954378283,221,211,2,,,1.3267899135000036,-0.16973952722549437
09375_30,2015,2014,1,12.344848233479373,48.87855657918198,-2.7429610500000194,-0.2525570678710938,2.96,9.13,0.0,-12.079999999999998,4.33436532507741,2.336619204089086,9.726150237980287,-11.990407673860911,12.031210672036229,313,211,2,,,-0.33787127699999503,-0.17976105213165286
09375_31,2015,2014,1,12.204272558473221,48.93258679483032,0.12988476000003857,-0.005101337432861286,12.5,25.0,0.0,-37.5,9.629219701162144,-54.74254742547425,51.473438354122145,15.338793745346244,-3.4765813616610277,222,211,2,,,0.7594840440000012,-0.20217410850524903
09375_32,2015,2014,1,12.19637342136725,48.92366570251176,-0.2341343699999925,-0.22202197551727296,0.0,23.67,0.0,-23.67,13.502342243042168,9.107142857142863,8.68468973245551,-3.320158102766798,17.765758269190776,312,211,2,,,-0.938502841499998,-0.11641137933731079
09375_35,2015,2014,1,12.280114946237536,49.00919695424853,-1.6987559399999839,-0.11110095977783202,-8.04,-27.27,15.38,19.929999999999993,-37.981779957953755,16.3047109923154,-41.66888971882835,-20.08298755186722,-25.784224841341796,311,211,2,,,0.5984953020000077,-0.016347315788269055
09376_8,2015,2014,1,12.084236789276149,49.426272140234886,2.0576480400000037,-0.2350842046737671,-4.59,2.92,11.76,-10.090000000000003,-36.79899180844361,-29.065489330389987,10.493138091798535,-16.54846335697399,-18.748478207937673,311,211,2,,,-0.6890728320000037,-0.17350879192352295
09376_12,2015,2014,1,12.063880289339242,49.20869466523949,1.5637441500000193,-0.2969499015808105,-38.31,18.18,0.0,20.129999999999995,19.599427753934194,84.25407641761986,-64.368683691869,-6.351931330472106,22.998819362455734,221,231,2,,,1.237408690500017,-0.3235684814453125
09376_15,2015,2014,1,12.10412331629118,49.1859437300201,-1.7551532700000223,-0.0962294006347656,-3.0100000000000007,-16.47,9.41,10.07,-22.52391237272447,-30.110017371163877,29.629072304567,-12.728857890148207,-0.5347593582887745,222,133,1,,,0.3802547249999918,-0.14961382961273192
09161_4,2016,2015,1,11.37556223831164,48.71304340257662,-2.309727015000007,-0.005740184783935565,-18.89,18.73,28.89,-28.730000000000004,-55.56965237249428,6.060606060606056,-51.3679052674561,-5.170975813177656,-45.638905296318164,311,211,2,,,-1.1321336745000068,-0.031297458012898766
09161_5,2016,2015,1,11.293173284292987,48.77646275687451,0.5503012199999802,-0.4816739273071288,-8.19,35.71,0.0,-27.529999999999994,14.24351821463734,12.232030264817135,-5.183303085299445,11.070110701107003,7.060981201283811,312,211,2,,,0.5491049129999851,-0.3405356152852376
09161_6,2016,2015,1,11.36810034872121,48.775489468313175,0.8143432649999767,-0.3982484149932862,-23.13,-25.169999999999998,69.39,-21.089999999999996,-0.10357327809425178,28.556347321192927,-36.9364161849711,1.8484288354898273,-8.5798237022527,130,211,2,,,1.1681083349999937,-0.31370445781283907
09161_7,2016,2015,1,11.367529468887827,48.77782873603256,-2.3233990949999708,-0.20016075134277345,-10.829999999999998,-4.060000000000002,30.549999999999997,-15.659999999999997,-18.798449612403097,27.689369828134954,-43.58898078181709,0.8583690987124434,-16.399843811011323,130,211,2,,,-1.0804361219999976,-0.14950333913167316
09162_3,2016,2015,1,11.406910694600526,48.142897029098336,-1.21852413000002,-0.3533446788787842,96.55,-18.75,-50.0,-29.69,132.8221244500314,-138.81481481481484,158.62050028831104,112.29868228404098,44.1781596201673,221,211,2,,,1.2161315160000057,-0.4972955494456821
09162_5,2016,2015,1,11.406787257976024,48.14624674423423,0.7314562799999749,-0.2773133087158203,0.0,0.0,0.0,0.0,31.136295854458695,32.51798561151079,7.339352658535285,2.22367560497058,39.67774420946627,221,211,2,,,2.1646320659999945,-0.5752188354068333
09162_6,2016,2015,1,11.406949966782234,48.1492073545721,0.39478131000001326,-0.11822204589843754,-2.5600000000000023,0.0,0.0,2.56,39.10806174957118,-73.6156351791531,80.37913111154349,32.486187845303874,7.90816326530612,221,211,2,,,1.9194745815000018,-0.5350358459684584
09162_25,2016,2015,1,11.411243775350231,48.13732639951481,0.5673913200000129,-0.4688001155853272,92.0,-32.0,-24.0,-36.0,37.997364953886695,-166.7044167610419,165.26898956663572,29.09090909090909,-4.553594269634162,221,133,1,,,1.9570728015000014,-0.38022850195566815
09171_6,2016,2014,2,12.642289419583316,48.092002702092756,-2.047393979999981,-0.2283443355560303,27.27,0.0,0.0,-27.269999999999996,-44.00948991696323,35.95322273592603,-69.81897001565449,-18.9069423929099,-36.19846261355697,313,211,2,,,0.2789958824999914,-0.10014124584197996
09171_9,2016,2014,2,12.874963334705038,48.21097855478763,-0.4443425999999704,0.0001026153564452903,7.580000000000002,-7.07,0.0,-0.5100000000000051,42.51832686502802,52.61253110156075,0.6704229370230352,-16.56495204882302,53.25596389426176,311,231,2,,,1.1757988799999979,-0.20489850997924805
09174_4,2016,2015,1,11.24295979427778,48.29868945490585,-1.6389405900000042,0.0076906013488769465,-12.0,-40.0,-24.0,76.0,-65.09723643807574,-36.38709677419354,-14.136970230239049,-25.28735632183907,-49.86506124143658,311,211,2,,,-0.7129989720000041,-0.0549908881717258
09174_5,2016,2015,1,11.419452295284252,48.38480644918127,-3.619683180000038,-0.23866861343383786,3.73,-4.770000000000003,-27.97,29.01,-7.854688267059397,-36.5858982754857,25.576156645295452,6.973058637084,-11.231603408210685,312,231,2,,,-1.1748589245000047,-0.13307192484537758
